x,y,z
54.4299324553557,-25.217681039935886,16.367300701272903
57.414044134225975,17.294668421066447,0.0
-36.163451716306824,-41.42430262128953,152.17448910239057
42.42136064746676,34.98725849648396,78.77448127421225
-58.798933373018144,11.89764476265817,39.711117547880285
82.99107647595903,10.0,145.32500108647804
-51.93538468689283,-18.101959420746486,105.71335439720171
54.43224757169387,7.801180830679644,6.071670813908255
56.49557150651816,-20.18107785348939,51.32093842882428
54.39537077883086,-25.29112829898718,63.59837729084181
-0.8781792150474348,54.987937927246094,8.361552898410677
-58.70360637578651,12.397367268762345,63.56512839506077
-25.03274882965713,48.9638494981707,143.40825544395045
30.364864747724035,-45.84380375502364,146.45016697871066
56.82561696479777,-19.23023016758274,80.19466802561914
-41.45622956177253,36.136374978099155,64.65805997062193
54.349126126787134,8.364080625587203,54.87420767641766
-41.966744371356725,-35.536794355920165,148.01476472132555
42.90193590953137,-41.92670796436448,64.85814453321797
54.58398536933678,-6.725130047670826,128.87098074450236
42.70716090466006,25.348962061464327,5.0
15.23012159427153,58.0221350410054,8.872097062237394
23.270011683023966,-53.10597140743954,160.0
41.654693818241334,-36.803933321377386,160.0
-34.98242422606035,-48.731592871107836,67.82295159572456
57.53360680959692,17.003675580138307,95.05705139681366
-47.86298800218168,-36.160387083933756,24.19905083375244
52.15622755325127,-29.63644278805039,105.48606139560053
101.95583127543931,7.2859110307943675,104.38098012118918
43.025708916616104,34.25672801850043,150.83193981594997
-31.120569986089947,51.28288359726831,154.89797717440445
42.272159444996774,42.56981552538287,116.89080029359329
21.082513316735092,-50.793869747965616,79.75180037907023
54.72966554862373,-5.339076863193995,86.18124060012573
-23.402357032785538,8.712322423080401,5.000000000000001
7.809708595993289,54.438383138958436,43.10123660369229
50.56798261710103,32.269530245225766,72.26221520622056
-49.628212759463224,33.702845863606434,26.410566959121297
-11.006425411041045,53.876911969723956,44.41751223412844
0.9668550832968266,59.986839294433594,63.79637786187996
-43.26680635311671,33.947507029270696,8.353474339558636
58.96850182544373,-11.008734228778499,119.99782819253457
-52.07612605058083,17.670868671501683,57.707494526426366
-20.125451163152746,-56.511633882716346,88.18117806855724
34.95389387123614,11.199198544547638,0.0
2.8795619098950986,54.915525705273296,118.76228596207166
48.669864196984356,25.59169201644119,137.0245806365298
47.52096669612787,-27.667145824625038,82.78267232439119
-54.68860817550756,-5.729711354670208,57.45995744707121
-59.83776738381734,4.25459476206816,8.21063553401116
91.58231603889364,9.6123175303897,128.0776026799157
13.932210638875524,-53.194334721151165,34.27169439983676
52.43735379374424,-16.559124008533054,58.328686196351335
-43.29468685414443,-2.3575806528771324,0.0
-54.7057121149349,-5.566978374614804,153.31314187767197
59.997964388117154,0.0971768978620756,119.26977755676533
23.756672903519245,11.540169427146814,5.0
-27.835555754853903,-47.428177191369585,100.65501126056654
68.9370645963662,9.760236838981038,5.248452500649204
-50.949442407690086,31.66844562696137,42.55470554332287
13.54896665553066,58.44706044733185,70.32816177732927
-3.5532267103995214,59.89058092765586,100.12188699384592
89.63427275844634,3.3613610309592614,145.2534955118951
34.56777992336668,-42.76702377814128,60.817861563621875
-24.82791883030774,49.06552816513804,129.2760382594566
32.74560823244141,-44.17775108257879,102.53026664550129
104.89879986767917,-3.812416820097908,125.1748400819246
-2.7307920724845647,-54.921760914866915,92.72136770153024
-6.438989099656782,-54.611545848133474,138.24933272172387
20.060844521973827,-56.53413234665592,137.4010377990105
14.839394256368877,-58.12245687955014,41.470273670814834
-14.603230046650026,58.1830936085915,115.67701479131304
-57.886496043150004,15.73976734029891,73.88060216682035
4.709011067672436,-59.802536883631284,50.29779004569754
-47.35530140515658,-27.954085677857258,31.190327441604357
51.808755939148966,30.238280636699997,107.62129996106086
55.52393282574966,-22.71231083860252,113.0137515452482
-42.66960324144743,42.16395864604368,7.132743367458895
50.97211750634198,-31.63271537870575,41.43235126174491
-2.5630983960958726,-54.92878925635072,118.14268739791859
109.49765890825049,10.0,55.2859998869765
8.113688580117584,-18.006946178717286,0.0
-53.01878628980168,14.585113594030275,95.96061445150661
104.61205501454255,-4.462599362708101,88.79624269962237
3.448463152839261,-25.815291332759365,5.0
96.20341513259498,-9.357900547666835,39.92462347146988
-27.682420581979063,-20.658654218650742,0.0
97.73313591931641,10.0,40.32471472241615
111.31242159821554,8.645977876812063,108.23881124469301
